,ISBN,mean
291304,3404051394,0.0
291303,3404051114,0.0
291302,3404050347,0.0
291301,3404050134,0.0
291299,3404014030,0.0
214262,0821751980,0.0
214263,0821751999,0.0
28332,0142300977,0.0
28331,0142300969,0.0
28330,0142300950,0.0
28329,0142300934,0.0
28326,0142300837,0.0
112085,0449237656,0.0
112084,0449237621,0.0
62602,0373121628,0.0
291324,340410420X,0.0
291323,3404104129,0.0
291322,340410398X,0.0
291320,3404103629,0.0
291319,3404103401,0.0
291318,3404103327,0.0
100321,044020562x,0.0
291316,3404102800,0.0
291314,340410224X,0.0
291312,3404101812,0.0
291311,340410174X,0.0
291310,3404101197,0.0
214264,0821752049,0.0
291308,3404100441,0.0
62601,037312161X,0.0
214265,0821752057,0.0
291341,3404107977,0.0
291340,340410787X,0.0
291339,3404107403,0.0
291338,340410725X,0.0
291337,3404107047,0.0
229330,0880014008,0.0
291335,3404106040,0.0
291333,340410577X,0.0
291332,3404105761,0.0
291331,3404105311,0.0
291330,3404105192,0.0
291329,3404104986,0.0
100320,044020562X495,0.0
291327,3404104676,0.0
291326,3404104595,0.0
291325,3404104218,0.0
100315,0440205573>>5,0.0
291361,3404112253,0.0
291359,3404111842,0.0
291358,3404111804,0.0
291356,3404111648,0.0
229331,0880014075,0.0
291354,3404111389,0.0
291353,3404111206,0.0
291352,3404109767,0.0
291351,3404109295,0.0
291349,3404108930,0.0
291348,3404108876,0.0
100313,0440205530,0.0
291346,340410868X,0.0
291344,3404108302,0.0
291343,3404108191,0.0
100310,0440205492595,0.0
229289,0879979917,0.0
291368,3404113314,0.0
291367,340411325X,0.0
214266,0821752065,0.0
291365,3404113136,0.0
291364,340411275X,0.0
214267,0821752073,0.0
112110,0449238571,0.0
229293,0880010258,0.0
28318,0142300519,0.0
229294,0880010452,0.0
28313,0142300349,0.0
28312,0142300330,0.0
229295,0880010495,0.0
112109,0449238520,0.0
291387,3404116410,0.0
291386,3404116313,0.0
291385,3404116275,0.0
291384,340411616X,0.0
291383,3404116143,0.0
291382,3404115694,0.0
214236,0821751387,0.0
291380,3404115198,0.0
291379,3404115082,0.0
229297,088001072X,0.0
291377,3404114981,0.0
291376,3404114876,0.0
112108,0449238458,0.0
112101,0449238121,0.0
291373,3404114361,0.0
291372,3404114205,0.0
291410,3404119304,0.0
291409,3404119231,0.0
112100,0449238091,0.0
214237,0821751395,0.0
229299,0880010827,0.0
229300,0880010878,0.0
291401,3404118278,0.0
112096,0449237974,0.0
291398,3404118103,0.0
291396,3404117573,0.0
291394,3404117468,0.0
112095,0449237966,0.0
291392,3404117123,0.0
214241,0821751506,0.0
229301,0880010924,0.0
291388,3404116526,0.0
28293,0142196053,0.0
28292,0142196037,0.0
291426,340412149X,0.0
291425,3404121287,0.0
291424,3404121139,0.0
112093,0449237885,0.0
112087,0449237761,0.0
291421,340412040X,0.0
291420,3404120345,0.0
291418,3404120078,0.0
291417,3404120027,0.0
291416,3404119843,0.0
291415,3404119681,0.0
291413,3404119614,0.0
62594,0373121512,0.0
291411,3404119444,0.0
112130,0449239373,0.0
291434,340412233X,0.0
291433,3404122321,0.0
291432,3404122240,0.0
291431,3404122135,0.0
291430,3404122089,0.0
214242,0821751573,0.0
28305,0142196304,0.0
112129,0449239330,0.0
28303,014219624X,0.0
214243,082175159X,0.0
28301,0142196185,0.0
28300,0142196150,0.0
28298,0142196126,0.0
28297,0142196118,0.0
28294,0142196061,0.0
28275,0142004456,0.0
291458,3404124790,0.0
62593,0373121504,0.0
291456,3404124774,0.0
291454,3404124510,0.0
291453,3404124502,0.0
291452,3404124383,0.0
229302,0880011025,0.0
291450,3404123735,0.0
291448,3404123425,0.0
291447,3404123298,0.0
291446,3404123271,0.0
291445,3404123190,0.0
291444,3404123131,0.0
291438,3404122690,0.0
112128,0449239241,0.0
62592,0373121490,0.0
291464,3404125339,0.0
112126,0449239152,0.0
214244,0821751603,0.0
291460,3404125002,0.0
291459,3404124830,0.0
214245,0821751611,0.0
28285,0142180076,0.0
28284,0142180041,0.0
229303,0880011157,0.0
28282,0142180017,0.0
112125,0449239055,0.0
28280,01421.96061,0.0
28279,0142004677,0.0
112123,04492389846,0.0
28276,0142004545,0.0
291487,3404127099,0.0
291485,3404127072,0.0
291483,3404126718,0.0
291482,340412670X,0.0
112120,044923894625,0.0
291480,3404126556,0.0
214246,082175162X,0.0
291478,3404126483,0.0
291475,3404126165,0.0
291474,3404126157,0.0
112118,0449238938,0.0
291470,3404125959,0.0
291469,3404125940,0.0
291468,340412586X,0.0
112111,0449238598,0.0
291466,3404125584,0.0
28261,0142004170,0.0
221622,0849955025,0.0
291506,3404128249,0.0
229307,0880011297,0.0
214247,0821751662,0.0
291503,3404128133,0.0
214248,0821751670,0.0
229308,0880011335,0.0
291500,3404127951,0.0
291498,340412782X,0.0
291497,3404127757,0.0
291496,340412765,0.0
291491,3404127382,0.0
291490,3404127331,0.0
112148,0449240096,0.0
291488,3404127293,0.0
291514,3404128788,0.0
214249,0821751689,0.0
291512,3404128729,0.0
291511,3404128478,0.0
291509,3404128443,0.0
291508,3404128435,0.0
229310,088001170X,0.0
112147,0449239985,0.0
214250,0821751727,0.0
28271,0142004340,0.0
28270,0142004332,0.0
28269,0142004324,0.0
28268,0142004308,0.0
112145,0449239950,0.0
112144,0449239942,0.0
214251,0821751743,0.0
291535,3404129512,0.0
214252,0821751751,0.0
60179,0373074956,0.0
291532,3404129407,0.0
291531,3404129351,0.0
112143,0449239926,0.0
291527,340412913X,0.0
291526,3404129113,0.0
291525,3404129105,0.0
291524,3404129091,0.0
291523,3404129067,0.0
214253,0821751859,0.0
65417,0373244215,0.0
112142,0449239888,0.0
291516,3404128877,0.0
291515,3404128834,0.0
60180,0373074964,0.0
112140,0449239764,0.0
291554,3404130804,0.0
291552,3404130545,0.0
112138,0449239624,0.0
65419,0373244231,0.0
112137,0449239608,0.0
112134,0449239497,0.0
60181,0373074999,0.0
291545,3404130022,0.0
65421,0373244258,0.0
60182,0373075006,0.0
291541,3404129881,0.0
60183,0373075014,0.0
291539,3404129687,0.0
60184,0373075022,0.0
112133,0449239470,0.0
291557,3404131010,0.0
65422,0373244266,0.0
291555,3404130820,0.0
112131,0449239438,0.0
112166,0449240703,0.0
28256,0142004006,0.0
112165,0449240681,0.0
112164,0449240673,0.0
112162,0449240576,0.0
60190,0373075154,0.0
112161,0449240444,0.0
112160,0449240401,0.0
60191,0373075162,0.0
60192,0373075170,0.0
60193,0373075189,0.0
291582,3404133587,0.0
112159,0449240398,0.0
229283,0879979798,0.0
291579,3404133439,0.0
112158,0449240371,0.0
291576,3404133129,0.0
65425,0373244290,0.0
229285,0879979852,0.0
291570,3404132483,0.0
291569,3404132130,0.0
291568,3404131975,0.0
291567,3404131622,0.0
112157,0449240347,0.0
112156,0449240339,0.0
229288,0879979909,0.0
291559,3404131045,0.0
291601,3404135911,0.0
291600,3404135695,0.0
291598,3404135423,0.0
291597,340413530X,0.0
214227,082175114X,0.0
291595,3404134664,0.0
291594,3404134583,0.0
236105,0895949822,0.0
229255,0879978821,0.0
112155,0449240312,0.0
214228,0821751263,0.0
112153,0449240193,0.0
291587,3404134095,0.0
291586,3404134087,0.0
291585,3404134079,0.0
291583,3404133676,0.0
112152,0449240185,0.0
229257,0879978902,0.0
28229,0142003301,0.0
28228,014200328X,0.0
28227,0142003271,0.0
291618,3404136799,0.0
291616,3404136756,0.0
291615,3404136721,0.0
229258,0879978929,0.0
291612,3404136594,0.0
291610,3404136497,0.0
291609,340413639X,0.0
291608,3404136381,0.0
214232,0821751344,0.0
291604,3404136152,0.0
291602,3404135970,0.0
291626,3404137434,0.0
291625,340413737X,0.0
291622,3404137117,0.0
62589,0373121466,0.0
291620,340413687X,0.0
112150,0449240126,0.0
100293,0440205131,0.0
229262,0879979089,0.0
214233,0821751352,0.0
28239,0142003484,0.0
214234,0821751360,0.0
112178,0449241009,0.0
28235,0142003395,0.0
28234,0142003387,0.0
229266,0879979356,0.0
28232,0142003344,0.0
291650,3404139186,0.0
214216,0821750925,0.0
291646,3404139054,0.0
229269,0879979461,0.0
291643,3404138791,0.0
112177,0449240967,0.0
291638,340413835X,0.0
291637,3404138244,0.0
291636,3404138066,0.0
214217,0821750933,0.0
291634,340413799X,0.0
291633,3404137914,0.0
214220,0821750976,0.0
291631,3404137655,0.0
229271,0879979518,0.0
214221,0821751018,0.0
28215,0142003085,0.0
112176,0449240940,0.0
28212,0142003050,0.0
214222,0821751026,0.0
291665,3404139801,0.0
291664,3404139720,0.0
112175,0449240932,0.0
291661,3404139658,0.0
291659,3404139550,0.0
291658,3404139542,0.0
291657,3404139534,0.0
291656,3404139526,0.0
214223,0821751042,0.0
291654,340413950,0.0
112174,0449240908,0.0
214224,0821751107,0.0
214225,0821751115,0.0
229273,0879979542,0.0
291675,340414144X,0.0
112172,0449240878,0.0
291672,3404141393,0.0
214226,0821751123,0.0
229275,0879979615,0.0
28225,0142003255,0.0
28224,0142003247,0.0
65411,0373244150,0.0
28221,0142003204,0.0
229277,0879979631,0.0
229279,0879979682,0.0
28218,0142003158,0.0
229280,0879979704,0.0
28216,0142003123,0.0
291683,3404141903,0.0
229250,0879978538,0.0
28209,014200295X,0.0
112171,0449240843,0.0
28207,0142002879,0.0
28206,0142002852,0.0
60195,0373075200,0.0
60197,0373075227,0.0
112170,0449240835,0.0
28202,0142002801,0.0
60198,0373075251,0.0
112169,0449240819,0.0
28199,0142002755,0.0
65415,0373244193,0.0
60199,0373075278,0.0
291680,3404141660,0.0
291711,3404143361,0.0
112167,0449240746,0.0
291709,3404143248,0.0
112186,0449241408,0.0
112185,0449241394,0.0
291702,3404143086,0.0
291701,3404143035,0.0
291700,3404143000,0.0
60203,0373075324,0.0
291695,3404142772,0.0
291692,3404142675,0.0
60204,0373075359,0.0
291689,3404142497,0.0
291687,3404142365,0.0
112184,0449241300,0.0
214197,0821750364,0.0
28182,0142002321,0.0
60205,0373075367,0.0
214200,0821750410,0.0
291730,3404144260,0.0
291729,3404144171,0.0
291728,3404144104,0.0
112183,0449241254,0.0
60206,0373075383,0.0
112182,0449241246,0.0
214201,0821750429,0.0
291720,340414368X,0.0
100304,044020531X,0.0
62585,0373121423,0.0
60208,0373075456,0.0
291715,3404143442,0.0
60209,0373075472,0.0
291740,3404144538,0.0
100302,0440205298,0.0
291736,3404144430,0.0
214202,0821750437,0.0
291733,3404144325,0.0
214203,0821750534,0.0
291731,3404144279,0.0
100301,0440205255,0.0
100299,0440205239,0.0
100296,0440205190,0.0
28191,0142002542,0.0
214204,082175064X,0.0
28187,0142002461,0.0
60210,0373075480,0.0
62584,0373121415,0.0
112202,0449241998,0.0
28165,0142001988,0.0
28163,0142001953,0.0
112201,0449241874,0.0
291759,3404145143,0.0
291758,3404145054,0.0
291757,3404145046,0.0
112200,0449241866,0.0
214205,0821750666,0.0
291754,3404144910,0.0
291753,3404144880,0.0
291750,340414483X,0.0
291749,3404144813,0.0
214206,0821750674,0.0
291745,3404144694,0.0
291742,3404144643,0.0
229252,0879978651,0.0
214207,0821750682,0.0
229254,0879978783,0.0
291767,340414550X,0.0
112199,0449241807295,0.0
112197,0449241793,0.0
62583,0373121407,0.0
291763,3404145380,0.0
28178,0142002259,0.0
28177,0142002240,0.0
28175,0142002186,0.0
28173,0142002100,0.0
112195,0449241696,0.0
28170,0142002070,0.0
229231,0879977787,0.0
214208,0821750704,0.0
28166,0142002003,0.0
214209,0821750712,0.0
291792,3404146441,0.0
112194,0449241661,0.0
214210,0821750771,0.0
291789,340414631X,0.0
291787,3404146271,0.0
291786,3404146263,0.0
229232,0879977809,0.0
229233,0879977817,0.0
63447,0373168853,0.0
214213,082175081X,0.0
291777,340414595,0.0
112193,0449241637395,0.0
112191,0449241580,0.0
291773,3404145763,0.0
291772,3404145674,0.0
112189,0449241459,0.0
291810,3404146964,0.0
63446,0373168837,0.0
291807,3404146905,0.0
229237,0879977981,0.0
291805,3404146816,0.0
229238,0879978066,0.0
291803,3404146735,0.0
229239,0879978074,0.0
291801,3404146689,0.0
291800,3404146662,0.0
291799,3404146573,0.0
214214,0821750836,0.0
291796,3404146522,0.0
291795,3404146514,0.0
291794,3404146468,0.0
291817,3404147200,0.0
291816,3404147162,0.0
291812,3404147030,0.0
229240,0879978082,0.0
28161,0142001902,0.0
28160,0142001872,0.0
229242,0879978155,0.0
214215,0821750895,0.0
112188,0449241440,0.0
28155,0142001813,0.0
229246,0879978325,0.0
214177,0821749781,0.0
214178,0821749803,0.0
229247,0879978406,0.0
112187,0449241424,0.0
229248,0879978449,0.0
112223,0449242854,0.0
214181,0821749897,0.0
291839,3404147952,0.0
291838,3404147936,0.0
291837,340414791X,0.0
291836,3404147901,0.0
112222,0449242846,0.0
291833,3404147782,0.0
112220,0449242765,0.0
112219,0449242757,0.0
112218,0449242722,0.0
291829,3404147596,0.0
60216,0373075596,0.0
112215,0449242668,0.0
62582,0373121393,0.0
291820,3404147251,0.0
291848,3404148274,0.0
112213,0449242595,0.0
214183,0821749935,0.0
214184,0821749943,0.0
112210,0449242536,0.0
60218,0373075618,0.0
112209,0449242489,0.0
28142,0142001457,0.0
214187,082175002X,0.0
62581,0373121385,0.0
214188,0821750038,0.0
28136,0142001341,0.0
112207,0449242390,0.0
60219,0373075650,0.0
112205,0449242161,0.0
28132,014200121X,0.0
60221,0373075685,0.0
291866,3404148711,0.0
291865,3404148703,0.0
291864,340414869x,0.0
291863,3404148681,0.0
214189,0821750062,0.0
291861,3404148657,0.0
214190,0821750070,0.0
291858,3404148575,0.0
60222,0373075693,0.0
291855,3404148495,0.0
214191,082175016X,0.0
112241,0449243222,0.0
214192,0821750208,0.0
112239,0449243206,0.0
291849,3404148347,0.0
28129,0142001007,0.0
214193,0821750224,0.0
28127,0142000973,0.0
236104,0895949792,0.0
223088,0862815533,0.0
60225,0373075758,0.0
112238,0449243168,0.0
229219,0879977086,0.0
229220,0879977213,0.0
112236,0449243117,0.0
112235,0449243109,0.0
28118,0142000795,0.0
112234,0449243052,0.0
291874,3404148991,0.0
291872,3404148916,0.0
291870,3404148851,0.0
291902,340415178X,0.0
291901,3404151143,0.0
291900,3404151046,0.0
112233,0449243028,0.0
291897,3404150872,0.0
291896,3404150724,0.0
229222,0879977299,0.0
291893,3404149793,0.0
291889,3404149513,0.0
291888,3404149483,0.0
291886,3404149424,0.0
291885,3404149394,0.0
214194,0821750232,0.0
229224,0879977361,0.0
291877,3404149084,0.0
112232,0449243001,0.0
229227,0879977418,0.0
112230,0449242951,0.0
112229,0449242943,0.0
63427,0373168616,0.0
112228,0449242935,0.0
28106,0142000590,0.0
28105,0142000582,0.0
28104,0142000574,0.0
28102,0142000531,0.0
229207,0879976152,0.0
28100,0142000477,0.0
28099,0142000442,0.0
291906,3404161157,0.0
291905,3404161106,0.0
291904,3404161025,0.0
291903,3404161017,0.0
291938,3404186060,0.0
291937,3404182952,0.0
291936,3404182928,0.0
291934,3404182332,0.0
214158,0821749439,0.0
291930,3404162439,0.0
291924,3404162315,0.0
291923,3404162196,0.0
214159,0821749455,0.0
291919,340416203X,0.0
291918,3404161874,0.0
291917,3404161785,0.0
214162,0821749501,0.0
291914,3404161688,0.0
291910,3404161521,0.0
229208,0879976160,0.0
112226,0449242919,0.0
229209,0879976225,0.0
112225,0449242889,0.0
291952,3404195256,0.0
291950,3404191439,0.0
291949,3404191137,0.0
291948,3404191102,0.0
291947,340419103X,0.0
291946,3404191021,0.0
291945,3404190947,0.0
291944,3404190149,0.0
291943,3404186516,0.0
291942,3404186427,0.0
291941,3404186419,0.0
291940,3404186397,0.0
291939,3404186079,0.0
229210,0879976241,0.0
112224,0449242862,0.0
229211,0879976357,0.0
229213,0879976586,0.0
214167,0821749617,0.0
100277,0440204720,0.0
112255,0449243648,0.0
112254,0449243621,0.0
229216,0879976942,0.0
229217,0879977051,0.0
112251,0449243516,0.0
112250,0449243508,0.0
112248,0449243400,0.0
112247,0449243362,0.0
28087,0142000256,0.0
28086,0142000248,0.0
291984,3404202392,0.0
291981,3404202317,0.0
291980,3404202279,0.0
291979,3404202260,0.0
291978,340420218X,0.0
291977,3404202112,0.0
291976,3404202074,0.0
291975,3404202023,0.0
291973,3404201833,0.0
112245,0449243338,0.0
291971,3404201744,0.0
291968,3404201566,0.0
291967,3404201442,0.0
60211,0373075502,0.0
214172,0821749684,0.0
291964,3404201248,0.0
112243,0449243265,0.0
223086,0862815169,0.0
28062,01420.02018,0.0
28057,01420.00221,0.0
28055,0141885955,0.0
28054,0141885947,0.0
28053,0141885289,0.0
60212,0373075510,0.0
112268,0449244075,0.0
214173,0821749692,0.0
112267,0449244024,0.0
112266,0449244008350,0.0
214174,0821749714,0.0
62564,0373121164,0.0
28069,01420000221,0.0
28068,0142000019,0.0
60214,0373075537,0.0
292004,3404203089,0.0
292003,340420297X,0.0
28050,0141804351,0.0
28048,0141803878,0.0
28047,0141803843,0.0
28044,0141803053,0.0
60215,0373075588,0.0
229182,0879973331,0.0
28040,0141802731,0.0
28035,0141801913,0.0
112264,0449243974,0.0
112260,0449243842,0.0
291998,3404202821,0.0
214176,0821749757,0.0
291991,3404202651,0.0
292024,3404203909,0.0
292021,3404203844,0.0
292020,3404203771,0.0
28032,0141800828,0.0
100290,0440205042,0.0
28025,014144080,0.0
62563,0373121156,0.0
28023,0141439904,0.0
229183,0879973382,0.0
229185,0879973587,0.0
214140,0821748947,0.0
292014,340420350X,0.0
292013,3404203372,0.0
292012,340420333X,0.0
292011,3404203291,0.0
292009,3404203240,0.0
292047,3404231163,0.0
229186,0879973617,0.0
223122,0862992192,0.0
292044,3404230752,0.0
292043,3404230663,0.0
292042,3404230566,0.0
292041,3404230558,0.0
292040,340422096X,0.0
229189,0879974435,0.0
292037,3404220439,0.0
214141,0821748955,0.0
292033,3404212061,0.0
292032,3404211278,0.0
292029,3404204530,0.0
292027,3404204255,0.0
292025,3404203976,0.0
292056,3404231872,0.0
292055,3404231805,0.0
292054,3404231767,0.0
292051,3404231554,0.0
28018,0141439807,0.0
28017,0141439777,0.0
100282,0440204836,0.0
28012,0141439726,0.0
28011,0141439696,0.0
229191,0879974591,0.0
28009,014143967X,0.0
100281,044020481X,0.0
229192,0879974664,0.0
100279,0440204747,0.0
229193,0879974702,0.0
112285,0449244598,0.0
27988,0141390875,0.0
292081,3404241258,0.0
292080,340424124X,0.0
292079,3404241185,0.0
229194,0879974826,0.0
292077,3404240820,0.0
292075,3404240235,0.0
292073,3404240014,0.0
292072,3404232712,0.0
292070,3404232542,0.0
292064,3404232208,0.0
292063,3404232186,0.0
292062,3404232143,0.0
292059,3404232011,0.0
292058,3404231937,0.0
292057,3404231910,0.0
292085,3404241509,0.0
229196,0879975083,0.0
292083,3404241452,0.0
112283,0449244512,0.0
28000,0141439580,0.0
214144,0821748998,0.0
229197,0879975164,0.0
229198,0879975261,0.0
214145,0821749005,0.0
112281,0449244474,0.0
27994,0141439505,0.0
214146,0821749013,0.0
229199,0879975296,0.0
214148,0821749064,0.0
27990,0141439300,0.0
112280,0449244431,0.0
292111,3404242475,0.0
229201,0879975407,0.0
112279,0449244415,0.0
292106,3404242300,0.0
292105,3404242254,0.0
292104,340424222X,0.0
229202,0879975415,0.0
292102,3404242157,0.0
292100,3404242130,0.0
292099,3404242114,0.0
229204,0879975652,0.0
112278,0449244350,0.0
292090,3404241894,0.0
292089,3404241851,0.0
292088,3404241800,0.0
292086,3404241681,0.0
112275,0449244296,0.0
292118,3404242831,0.0
112273,0449244180,0.0
229159,087985006X,0.0
27986,0141390352,0.0
27985,014139014X,0.0
27984,0141390123,0.0
27983,0141390018,0.0
229161,0879851627,0.0
27980,0141316780,0.0
27979,0141316055,0.0
27977,014131592X,0.0
112271,0449244164,0.0
63273,0373166591,0.0
27971,0141314869,0.0
112270,0449244121,0.0
229164,0879852798,0.0
292143,3404252861,0.0
214157,0821749412,0.0
292141,3404252659,0.0
292139,340425256X,0.0
65431,0373244355,0.0
292137,3404252438,0.0
292134,3404252217,0.0
112269,0449244091,0.0
112303,0449245128,0.0
292130,3404250184,0.0
292129,3404250028,0.0
292128,340424320X,0.0
292124,3404243099,0.0
112301,0449245071,0.0
229166,0879857536,0.0
292150,3404255283,0.0
229168,0879933437,0.0
292148,3404255267,0.0
292147,3404255240,0.0
27970,0141314850,0.0
65434,037324438X,0.0
27967,0141314613,0.0
65435,0373244398,0.0
27963,0141314435,0.0
27962,0141314257,0.0
27961,0141313625,0.0
27960,0141313617,0.0
27958,0141313285,0.0
27957,014131303X,0.0
112299,0449245047,0.0
27955,0141312807,0.0
292175,340425936X,0.0
292173,3404259343,0.0
292172,3404259335,0.0
292171,3404259327,0.0
65436,0373244401,0.0
292168,3404259203,0.0
292165,3404259165,0.0
112298,0449245020,0.0
229173,0879972653,0.0
112296,0449244989,0.0
292160,3404257030,0.0
292159,3404257014,0.0
292158,3404257006,0.0
292157,3404256859,0.0
229174,087997267X,0.0
292155,3404256824,0.0
292193,3404260821,0.0
292192,3404260686,0.0
292191,3404260651,0.0
292190,340426049X,0.0
112294,0449244962,0.0
292188,3404260309,0.0
292187,3404260120,0.0
229175,0879972734,0.0
112292,0449244903,0.0
112291,0449244806,0.0
292182,3404259467,0.0
292180,3404259424,0.0
292179,3404259416,0.0
292178,3404259408,0.0
292177,3404259394,0.0
292176,3404259378,0.0
27941,0141312203,0.0
27940,0141312181,0.0
112286,0449244601,0.0
292210,3404320735,0.0
292209,3404315030,0.0
292208,3404314948,0.0
292207,340431476X,0.0
292206,3404314727,0.0
292205,3404314719,0.0
292204,3404314689,0.0
112316,0449245594,0.0
292201,3404312309,0.0
229176,0879972750,0.0
292197,3404281349,0.0
65440,0373244444,0.0
292194,3404261305,0.0
292219,3404601505,0.0
229178,0879972904,0.0
292216,3404540050,0.0
292214,3404505026,0.0
292213,3404451287,0.0
292212,3404370112,0.0
292211,3404321189,0.0
27954,0141312750,0.0
27953,0141312610,0.0
27952,0141312556,0.0
27950,0141312521,0.0
27949,0141312491,0.0
229180,0879973234,0.0
229181,0879973242,0.0
214131,0821748661,0.0
27942,0141312335,0.0
112315,0449245578,0.0
112312,0449245383,0.0
60230,0373075847,0.0
112310,0449245306,0.0
214134,0821748750,0.0
112309,0449245284,0.0
292230,3404604652,0.0
292229,34046044954,0.0
292228,3404604458,0.0
292227,3404603974,0.0
292226,3404603532,0.0
60231,0373075855,0.0
292223,3404602978,0.0
292222,3404602927,0.0
292221,3404602587,0.0
292220,3404601653,0.0
292244,3404612132,0.0
292243,3404612043,0.0
214135,0821748823,0.0
60232,0373075871,0.0
27934,0141311940,0.0
27933,0141311916,0.0
27932,0141311908,0.0
27931,0141311894,0.0
112306,0449245209,0.0
27929,0141311878,0.0
27928,014131186X,0.0
27927,0141311827,0.0
223121,0862992079,0.0
214137,0821748904,0.0
27923,0141311673,0.0
292240,3404611586,0.0
292274,340461481X,0.0
292273,3404614747,0.0
292272,3404614712,0.0
292271,3404614704,0.0
112305,0449245187,0.0
292269,3404614542,0.0
292267,3404614151,0.0
292266,3404614003,0.0
292265,3404613945,0.0
292261,3404613228,0.0
292260,3404613201,0.0
292257,3404612841,0.0
292256,3404612817,0.0
292250,3404612388,0.0
63303,037316694X,0.0
221008,0848718585,0.0
60234,0373075928,0.0
112339,0449300463,0.0
292280,3404615050,0.0
292279,3404614984,0.0
292278,3404614917,0.0
292276,3404614860,0.0
27922,0141311517,0.0
214118,082174836X,0.0
27920,0141311495,0.0
27918,0141311428,0.0
214119,0821748386,0.0
214120,0821748394,0.0
214121,0821748424,0.0
112336,0449300277,0.0
214122,0821748475,0.0
112333,0449300145,0.0
292302,3404660587,0.0
292301,3404660551,0.0
292299,3404641884,0.0
214123,0821748556,0.0
292296,3404641337,0.0
292295,340464106X,0.0
292294,3404641027,0.0
112331,0449300080,0.0
292292,3404640410,0.0
292291,3404630688,0.0
292290,340462118,0.0
292289,3404619013,0.0
292286,3404615301,0.0
112329,0449300013,0.0
60239,0373076002,0.0
214128,0821748610,0.0
112328,0449288080,0.0
292319,3404720075,0.0
112327,0449288056,0.0
292317,3404715187,0.0
112326,0449287939,0.0
292313,3404701445,0.0
292312,3404701194,0.0
292311,3404701038,0.0
292310,3404680103,0.0
292309,3404680073,0.0
292308,3404662903,0.0
292307,340466244X,0.0
112324,0449287777,0.0
292305,3404662075,0.0
292304,3404660870,0.0
292303,3404660714,0.0
27892,0141310871,0.0
27891,0141310863,0.0
292338,3404920163,0.0
292336,3404920120,0.0
292335,3404920112,0.0
292333,3404920058,0.0
60240,0373076010,0.0
292331,3404920015,0.0
292330,3404740289,0.0
292328,3404739159,0.0
292327,3404732367,0.0
292326,3404731859,0.0
292325,3404730313,0.0
292323,3404730054,0.0
292322,3404730011,0.0
292321,3404725034,0.0
292345,3404920376,0.0
65427,0373244312,0.0
292343,3404920333,0.0
112322,0449287750,0.0
292341,3404920236,0.0
292340,3404920228,0.0
292339,3404920198,0.0
27906,0141311126,0.0
112356,044935806X,0.0
60241,0373076029,0.0
60242,0373076045,0.0
229155,087983966X,0.0
27897,0141310952,0.0
229156,0879839686,0.0
65429,0373244339,0.0
229157,0879839740,0.0
229158,0879850019,0.0
229137,0879832045,0.0
214098,0821747940,0.0
112355,0449343737,0.0
112353,0449310039,0.0
292358,3404920759,0.0
292357,3404920694,0.0
292355,3404920643,0.0
292354,3404920635,0.0
292353,3404920627,0.0
292351,3404920538,0.0
229138,0879832053,0.0
229139,0879832150,0.0
292348,3404920465,0.0
292347,3404920392,0.0
292346,3404920384,0.0
229141,0879833068,0.0
27875,0141309784,0.0
292386,3404921593,0.0
292384,340492147X,0.0
292383,3404921372,0.0
229142,0879833726,0.0
292380,3404921291,0.0
292379,3404921216,0.0
112352,0449308545,0.0
292376,340492116X,0.0
292375,3404921151,0.0
214104,0821748076,0.0
292372,3404921119,0.0
214105,0821748114,0.0
229143,0879834099,0.0
292367,3404920996,0.0
292396,3405130522,0.0
214106,0821748149,0.0
292393,3405118522,0.0
221007,0848718429,0.0
292388,340493010X,0.0
292387,3404921623,0.0
27890,0141310693,0.0
27889,0141310685,0.0
112351,0449308510,0.0
214107,0821748157,0.0
27885,0141310227,0.0
112350,0449308472,0.0
112349,0449308464,0.0
27881,0141309911,0.0
214108,0821748173,0.0
27878,0141309822,0.0
292416,3406086934,0.0
229147,087983692X,0.0
292414,3406060242,0.0
112348,0449308456,0.0
292407,3405157145,0.0
214109,0821748211,0.0
112346,0449308375,0.0
214110,0821748246,0.0
27866,0141309334,0.0
27865,0141309326,0.0
27864,0141309318,0.0
27862,0141309296,0.0
27861,0141309210,0.0
214113,0821748300,0.0
292399,3405143608,0.0
292397,3405131138,0.0
292421,340632326X,0.0
292420,3406317839,0.0
27858,0141309032,0.0
112345,0449308359,0.0
27854,014130877X,0.0
112344,0449308294,0.0
27851,0141308419,0.0
112343,0449308162,0.0
27849,0141308362,0.0
229149,0879837462,0.0
27846,0141308176,0.0
27845,0141308141,0.0
223111,0862880939,0.0
27843,0141308117,0.0
292418,3406308287,0.0
292417,3406179898,0.0
292447,3406440762,0.0
229150,0879837543,0.0
292444,3406426530,0.0
292443,3406421458,0.0
292441,3406421016,0.0
229151,0879837853,0.0
292436,3406392504,0.0
292435,3406390005,0.0
292432,3406376401,0.0
214083,0821747428,0.0
292430,3406353649,0.0
292427,340634027X,0.0
60227,0373075782,0.0
292425,3406337260,0.0
112342,0449300617,0.0
292422,340632973X,0.0
27829,014130689,0.0
60228,0373075790,0.0
292466,340650969X,0.0
292465,3406502768,0.0
214084,0821747444,0.0
112374,0449500438,0.0
221005,0848718232,0.0
292461,3406494072,0.0
112373,0449500330,0.0
229118,0879804335,0.0
112372,0449500284,0.0
292456,3406475574,0.0
112371,0449500268,0.0
292452,3406459552,0.0
